Bump_ID,Name,Center_X,Center_Y,Width,Height,Area,Text_Distance
174,VDD_PLL,2398.6540,4245.3600,80.0000,80.0000,5018.4943,0.0000
175,VDD,2186.6540,4245.3600,80.0000,80.0000,5018.4943,0.0000
176,VSS,2398.6540,4404.9600,80.0000,80.0000,5018.4943,0.0000
177,VDDQ,2186.6540,4404.9600,80.0000,80.0000,5018.4943,0.0000
178,PAD_DQ4,2504.6540,3846.3600,80.0000,80.0000,5018.4943,0.0000
179,PADP_x4_DQS,2292.6540,3846.3600,80.0000,80.0000,5018.4943,0.0000
180,PAD_DQ7,2080.6540,3846.3600,80.0000,80.0000,5018.4943,0.0000
181,PAD_DQ5,2504.6540,4005.9600,80.0000,80.0000,5018.4943,0.0000
182,PADN_x4_DQS,2292.6540,4005.9600,80.0000,80.0000,5018.4943,0.0000
183,PAD_DQ6,2080.6540,4005.9600,80.0000,80.0000,5018.4943,0.0000
184,PAD_DQ2,2504.6540,4165.5600,80.0000,80.0000,5018.4943,0.0000
185,PADN_DQS,2292.6540,4165.5600,80.0000,80.0000,5018.4943,0.0000
186,PAD_DQ1,2080.6540,4165.5600,80.0000,80.0000,5018.4943,0.0000
187,PAD_DQ3,2504.6540,4325.1600,80.0000,80.0000,5018.4943,0.0000
188,PADP_DQS,2292.6540,4325.1600,80.0000,80.0000,5018.4943,0.0000
189,PAD_DQ0,2080.6540,4325.1600,80.0000,80.0000,5018.4943,0.0000
190,VSS,2398.6540,3766.5600,80.0000,80.0000,5018.4943,0.0000
191,VDDQ,2186.6540,3766.5600,80.0000,80.0000,5018.4943,0.0000
192,VDD,2398.6540,3926.1600,80.0000,80.0000,5018.4943,0.0000
193,VDD,2186.6540,3926.1600,80.0000,80.0000,5018.4943,0.0000
194,VSS,2398.6540,4085.7600,80.0000,80.0000,5018.4943,0.0000
195,VSS,2186.6540,4085.7600,80.0000,80.0000,5018.4943,0.0000
196,VDD_PLL,2398.6540,4245.3600,80.0000,80.0000,5018.4943,0.0000
197,VDD,2186.6540,4245.3600,80.0000,80.0000,5018.4943,0.0000
198,VSS,2398.6540,4404.9600,80.0000,80.0000,5018.4943,0.0000
199,VDDQ,2186.6540,4404.9600,80.0000,80.0000,5018.4943,0.0000
200,VDDQ,2663.4020,3766.5600,80.0000,80.0000,5018.4943,0.0000
201,VDDQ,2663.4020,4404.9600,80.0000,80.0000,5018.4943,0.0000
202,PAD_DQ4,2504.6540,3846.3600,80.0000,80.0000,5018.4943,0.0000
203,PADP_x4_DQS,2292.6540,3846.3600,80.0000,80.0000,5018.4943,0.0000
204,PAD_DQ7,2080.6540,3846.3600,80.0000,80.0000,5018.4943,0.0000
205,PAD_DQ5,2504.6540,4005.9600,80.0000,80.0000,5018.4943,0.0000
206,PADN_x4_DQS,2292.6540,4005.9600,80.0000,80.0000,5018.4943,0.0000
207,PAD_DQ6,2080.6540,4005.9600,80.0000,80.0000,5018.4943,0.0000
208,PAD_DQ2,2504.6540,4165.5600,80.0000,80.0000,5018.4943,0.0000
209,PADN_DQS,2292.6540,4165.5600,80.0000,80.0000,5018.4943,0.0000
210,PAD_DQ1,2080.6540,4165.5600,80.0000,80.0000,5018.4943,0.0000
211,PAD_DQ3,2504.6540,4325.1600,80.0000,80.0000,5018.4943,0.0000
212,PADP_DQS,2292.6540,4325.1600,80.0000,80.0000,5018.4943,0.0000
213,PAD_DQ0,2080.6540,4325.1600,80.0000,80.0000,5018.4943,0.0000
214,VSS,2398.6540,3766.5600,80.0000,80.0000,5018.4943,0.0000
215,VDDQ,2186.6540,3766.5600,80.0000,80.0000,5018.4943,0.0000
216,VDD,2398.6540,3926.1600,80.0000,80.0000,5018.4943,0.0000
217,VDD,2186.6540,3926.1600,80.0000,80.0000,5018.4943,0.0000
218,VSS,2398.6540,4085.7600,80.0000,80.0000,5018.4943,0.0000
219,VSS,2186.6540,4085.7600,80.0000,80.0000,5018.4943,0.0000
220,VDD_PLL,2398.6540,4245.3600,80.0000,80.0000,5018.4943,0.0000
221,VDD,2186.6540,4245.3600,80.0000,80.0000,5018.4943,0.0000
222,VSS,2398.6540,4404.9600,80.0000,80.0000,5018.4943,0.0000
223,VDDQ,2186.6540,4404.9600,80.0000,80.0000,5018.4943,0.0000
224,VDDQ,2663.4020,4404.9600,80.0000,80.0000,5018.4943,0.0000
225,VDDQ,2663.4020,3766.5600,80.0000,80.0000,5018.4943,0.0000
226,VSS,2398.6540,3766.5600,80.0000,80.0000,5018.4943,0.0000
227,VDDQ,2186.6540,3766.5600,80.0000,80.0000,5018.4943,0.0000
228,VSS,2398.6540,4404.9600,80.0000,80.0000,5018.4943,0.0000
229,VDDQ,2186.6540,4404.9600,80.0000,80.0000,5018.4943,0.0000
230,VDDQ,2663.4020,4404.9600,80.0000,80.0000,5018.4943,0.0000
231,PAD_DQ4,2504.6540,3846.3600,80.0000,80.0000,5018.4943,0.0000
232,PADP_x4_DQS,2292.6540,3846.3600,80.0000,80.0000,5018.4943,0.0000
233,PAD_DQ7,2080.6540,3846.3600,80.0000,80.0000,5018.4943,0.0000
234,PAD_DQ5,2504.6540,4005.9600,80.0000,80.0000,5018.4943,0.0000
235,PADN_x4_DQS,2292.6540,4005.9600,80.0000,80.0000,5018.4943,0.0000
236,PAD_DQ6,2080.6540,4005.9600,80.0000,80.0000,5018.4943,0.0000
237,PAD_DQ2,2504.6540,4165.5600,80.0000,80.0000,5018.4943,0.0000
238,PADN_DQS,2292.6540,4165.5600,80.0000,80.0000,5018.4943,0.0000
239,PAD_DQ1,2080.6540,4165.5600,80.0000,80.0000,5018.4943,0.0000
240,PAD_DQ3,2504.6540,4325.1600,80.0000,80.0000,5018.4943,0.0000
241,PADP_DQS,2292.6540,4325.1600,80.0000,80.0000,5018.4943,0.0000
242,PAD_DQ0,2080.6540,4325.1600,80.0000,80.0000,5018.4943,0.0000
243,VSS,2398.6540,3766.5600,80.0000,80.0000,5018.4943,0.0000
244,VDDQ,2186.6540,3766.5600,80.0000,80.0000,5018.4943,0.0000
245,VDD,2398.6540,3926.1600,80.0000,80.0000,5018.4943,0.0000
246,VDD,2186.6540,3926.1600,80.0000,80.0000,5018.4943,0.0000
247,VSS,2398.6540,4085.7600,80.0000,80.0000,5018.4943,0.0000
248,VSS,2186.6540,4085.7600,80.0000,80.0000,5018.4943,0.0000
249,VDD_PLL,2398.6540,4245.3600,80.0000,80.0000,5018.4943,0.0000
250,VDD,2186.6540,4245.3600,80.0000,80.0000,5018.4943,0.0000
251,VSS,2398.6540,4404.9600,80.0000,80.0000,5018.4943,0.0000
252,VDDQ,2186.6540,4404.9600,80.0000,80.0000,5018.4943,0.0000
253,VDDQ,2663.4020,3766.5600,80.0000,80.0000,5018.4943,0.0000
254,VDDQ,2663.4020,4404.9600,80.0000,80.0000,5018.4943,0.0000
255,PAD_DQ4,2504.6540,3846.3600,80.0000,80.0000,5018.4943,0.0000
256,PADP_x4_DQS,2292.6540,3846.3600,80.0000,80.0000,5018.4943,0.0000
257,PAD_DQ7,2080.6540,3846.3600,80.0000,80.0000,5018.4943,0.0000
258,PAD_DQ5,2504.6540,4005.9600,80.0000,80.0000,5018.4943,0.0000
259,PADN_x4_DQS,2292.6540,4005.9600,80.0000,80.0000,5018.4943,0.0000
260,PAD_DQ6,2080.6540,4005.9600,80.0000,80.0000,5018.4943,0.0000
261,PAD_DQ2,2504.6540,4165.5600,80.0000,80.0000,5018.4943,0.0000
262,PADN_DQS,2292.6540,4165.5600,80.0000,80.0000,5018.4943,0.0000
263,PAD_DQ1,2080.6540,4165.5600,80.0000,80.0000,5018.4943,0.0000
264,PAD_DQ3,2504.6540,4325.1600,80.0000,80.0000,5018.4943,0.0000
265,PADP_DQS,2292.6540,4325.1600,80.0000,80.0000,5018.4943,0.0000
266,PAD_DQ0,2080.6540,4325.1600,80.0000,80.0000,5018.4943,0.0000
267,VSS,2398.6540,3766.5600,80.0000,80.0000,5018.4943,0.0000
268,VDDQ,2186.6540,3766.5600,80.0000,80.0000,5018.4943,0.0000
269,VDD,2398.6540,3926.1600,80.0000,80.0000,5018.4943,0.0000
270,VDD,2186.6540,3926.1600,80.0000,80.0000,5018.4943,0.0000
271,VSS,2398.6540,4085.7600,80.0000,80.0000,5018.4943,0.0000
272,VSS,2186.6540,4085.7600,80.0000,80.0000,5018.4943,0.0000
273,VDD_PLL,2398.6540,4245.3600,80.0000,80.0000,5018.4943,0.0000
274,VDD,2186.6540,4245.3600,80.0000,80.0000,5018.4943,0.0000
275,VSS,2398.6540,4404.9600,80.0000,80.0000,5018.4943,0.0000
276,VDDQ,2186.6540,4404.9600,80.0000,80.0000,5018.4943,0.0000
277,VDDQ,2663.4020,4404.9600,80.0000,80.0000,5018.4943,0.0000
278,VDDQ,2663.4020,3766.5600,80.0000,80.0000,5018.4943,0.0000
279,VSS,2398.6540,3766.5600,80.0000,80.0000,5018.4943,0.0000
280,VDDQ,2186.6540,3766.5600,80.0000,80.0000,5018.4943,0.0000
281,VSS,2398.6540,4404.9600,80.0000,80.0000,5018.4943,0.0000
282,VDDQ,2186.6540,4404.9600,80.0000,80.0000,5018.4943,0.0000
283,VDDQ,2663.4020,4404.9600,80.0000,80.0000,5018.4943,0.0000
284,PAD_DQ4,2504.6540,3846.3600,80.0000,80.0000,5018.4943,0.0000
285,PADP_x4_DQS,2292.6540,3846.3600,80.0000,80.0000,5018.4943,0.0000
286,PAD_DQ7,2080.6540,3846.3600,80.0000,80.0000,5018.4943,0.0000
287,PAD_DQ5,2504.6540,4005.9600,80.0000,80.0000,5018.4943,0.0000
288,PADN_x4_DQS,2292.6540,4005.9600,80.0000,80.0000,5018.4943,0.0000
289,PAD_DQ6,2080.6540,4005.9600,80.0000,80.0000,5018.4943,0.0000
290,PAD_DQ2,2504.6540,4165.5600,80.0000,80.0000,5018.4943,0.0000
291,PADN_DQS,2292.6540,4165.5600,80.0000,80.0000,5018.4943,0.0000
292,PAD_DQ1,2080.6540,4165.5600,80.0000,80.0000,5018.4943,0.0000
293,PAD_DQ3,2504.6540,4325.1600,80.0000,80.0000,5018.4943,0.0000
294,PADP_DQS,2292.6540,4325.1600,80.0000,80.0000,5018.4943,0.0000
295,PAD_DQ0,2080.6540,4325.1600,80.0000,80.0000,5018.4943,0.0000
296,VSS,2398.6540,3766.5600,80.0000,80.0000,5018.4943,0.0000
297,VDDQ,2186.6540,3766.5600,80.0000,80.0000,5018.4943,0.0000
298,VDD,2398.6540,3926.1600,80.0000,80.0000,5018.4943,0.0000
299,VDD,2186.6540,3926.1600,80.0000,80.0000,5018.4943,0.0000
300,VSS,2398.6540,4085.7600,80.0000,80.0000,5018.4943,0.0000
301,VSS,2186.6540,4085.7600,80.0000,80.0000,5018.4943,0.0000
302,VDD_PLL,2398.6540,4245.3600,80.0000,80.0000,5018.4943,0.0000
303,VDD,2186.6540,4245.3600,80.0000,80.0000,5018.4943,0.0000
304,VSS,2398.6540,4404.9600,80.0000,80.0000,5018.4943,0.0000
305,VDDQ,2186.6540,4404.9600,80.0000,80.0000,5018.4943,0.0000
306,VDDQ,2663.4020,4404.9600,80.0000,80.0000,5018.4943,0.0000
307,VDDQ,2663.4020,3766.5600,80.0000,80.0000,5018.4943,0.0000
308,VSS,2398.6540,3766.5600,80.0000,80.0000,5018.4943,0.0000
309,VDDQ,2186.6540,3766.5600,80.0000,80.0000,5018.4943,0.0000
310,VSS,2398.6540,4404.9600,80.0000,80.0000,5018.4943,0.0000
311,VDDQ,2186.6540,4404.9600,80.0000,80.0000,5018.4943,0.0000
312,VDDQ,2663.4020,4404.9600,80.0000,80.0000,5018.4943,0.0000
313,PAD_DQ4,2504.6540,3846.3600,80.0000,80.0000,5018.4943,0.0000
314,PADP_x4_DQS,2292.6540,3846.3600,80.0000,80.0000,5018.4943,0.0000
315,PAD_DQ7,2080.6540,3846.3600,80.0000,80.0000,5018.4943,0.0000
316,PAD_DQ5,2504.6540,4005.9600,80.0000,80.0000,5018.4943,0.0000
317,PADN_x4_DQS,2292.6540,4005.9600,80.0000,80.0000,5018.4943,0.0000
318,PAD_DQ6,2080.6540,4005.9600,80.0000,80.0000,5018.4943,0.0000
319,PAD_DQ2,2504.6540,4165.5600,80.0000,80.0000,5018.4943,0.0000
320,PADN_DQS,2292.6540,4165.5600,80.0000,80.0000,5018.4943,0.0000
321,PAD_DQ1,2080.6540,4165.5600,80.0000,80.0000,5018.4943,0.0000
322,PAD_DQ3,2504.6540,4325.1600,80.0000,80.0000,5018.4943,0.0000
323,PADP_DQS,2292.6540,4325.1600,80.0000,80.0000,5018.4943,0.0000
324,PAD_DQ0,2080.6540,4325.1600,80.0000,80.0000,5018.4943,0.0000
325,VSS,2398.6540,3766.5600,80.0000,80.0000,5018.4943,0.0000
326,VDDQ,2186.6540,3766.5600,80.0000,80.0000,5018.4943,0.0000
327,VDD,2398.6540,3926.1600,80.0000,80.0000,5018.4943,0.0000
328,VDD,2186.6540,3926.1600,80.0000,80.0000,5018.4943,0.0000
329,VSS,2398.6540,4085.7600,80.0000,80.0000,5018.4943,0.0000
330,VSS,2186.6540,4085.7600,80.0000,80.0000,5018.4943,0.0000
331,VDD_PLL,2398.6540,4245.3600,80.0000,80.0000,5018.4943,0.0000
332,VDD,2186.6540,4245.3600,80.0000,80.0000,5018.4943,0.0000
